rank,repro_id,family,closure_status,owner,oracle_status,oracle_path,oracle_us,best_compile_us,memcopy_sol_us,launch_adjusted_gap,priority_score_3us,inductor_gap_close_track,gating_strategy,next_action,notes,writeup_path
244,sum_sum_sum_bc73f5ef21f6,multi_output_reduction_templates,needs_canonical_oracle,backlog,queued,,,124.89599734544754,40.063999593257904,2.1510057560683404,109.62779296103103,multi-output reduction fusion / scalar accumulators / R0_BLOCK tuning,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
245,sum_sum_sum_78c3940fcbe9,structured_pool_upsample_backward_reduce,needs_canonical_oracle,backlog,queued,,,82.87999778985977,17.11999997496605,2.35990882257795,108.6702938408609,structured scatter/upsample output-centric gather-reduce template,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
246,sum_sum_sum_72d5ffa26b42,structured_pool_upsample_backward_reduce,needs_canonical_oracle,backlog,queued,,,69.47200000286102,10.080000385642052,2.2352638076206337,106.91925943083274,structured scatter/upsample output-centric gather-reduce template,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
247,amax_sum_any_24355de03713,online_softmax_cross_entropy,needs_canonical_oracle,backlog,queued,,,79.80799674987793,21.31200022995472,3.282658604599173,105.7125095200547,online_softmax / partitioned scatter gated templates,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
248,sum_sum_sum_9c4d4a65cd7b,multi_output_reduction_templates,needs_canonical_oracle,backlog,queued,,,123.80799651145936,40.800001472234726,2.1055781192441176,104.10792404681057,multi-output reduction fusion / scalar accumulators / R0_BLOCK tuning,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
249,amax_sum_any_d16c257aa03e,online_softmax_cross_entropy,needs_canonical_oracle,backlog,queued,,,87.80799806118011,26.559999212622643,2.970500690124665,100.48346268130793,online_softmax / partitioned scatter gated templates,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
250,var_mean_8238dd59b2ec,norm_template_canonicalization,needs_canonical_oracle,backlog,queued,,,386.1759901046753,238.5919988155365,1.5984634921603238,100.44435039049893,norm/pool composite template recovery,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
251,sum_28b0b21169d4,structured_pool_upsample_backward_reduce,needs_canonical_oracle,backlog,queued,,,411.5520119667053,256.1599910259247,1.5520894022298708,100.136476643676,structured scatter/upsample output-centric gather-reduce template,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
252,mean_f7170c220032,norm_template_canonicalization,needs_canonical_oracle,backlog,queued,,,77.63200253248215,21.247999742627144,3.201583774186857,99.79202263149742,norm/pool composite template recovery,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
253,sum_sum_sum_e2388f04f7c2,multi_output_reduction_templates,needs_canonical_oracle,backlog,queued,,,111.51999980211258,35.19999980926514,2.0962406052996005,97.02436761300008,multi-output reduction fusion / scalar accumulators / R0_BLOCK tuning,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
254,sum_sum_sum_3e8dba104ec0,structured_pool_upsample_backward_reduce,needs_canonical_oracle,backlog,queued,,,167.67999529838562,72.60800153017044,1.9139803713093488,96.6877437562739,structured scatter/upsample output-centric gather-reduce template,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
255,sum_sum_62f7c19427cb,multi_output_reduction_templates,needs_canonical_oracle,backlog,queued,,,167.77600347995758,76.64000242948532,2.0302032738093967,96.23491537938015,multi-output reduction fusion / scalar accumulators / R0_BLOCK tuning,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
256,sum_sum_sum_26d7add77ccd,multi_output_reduction_templates,needs_canonical_oracle,backlog,queued,,,173.98400604724884,74.5920017361641,1.8200686551940644,95.78419864719702,multi-output reduction fusion / scalar accumulators / R0_BLOCK tuning,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
257,sum_sum_4af669d6f405,multi_output_reduction_templates,needs_canonical_oracle,backlog,queued,,,141.15199446678162,60.28800085186958,2.230312106036635,95.56300249592866,multi-output reduction fusion / scalar accumulators / R0_BLOCK tuning,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
258,var_mean_mean_1e867cdb78f5,norm_template_canonicalization,needs_canonical_oracle,backlog,queued,,,78.75200361013412,20.70399932563305,2.6512256059127743,94.53547432738809,norm/pool composite template recovery,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
259,amax_sum_sum_cbc032540f01,online_softmax_cross_entropy,needs_canonical_oracle,backlog,queued,,,166.9439971446991,76.89599692821503,2.013896971276751,93.99792336516316,online_softmax / partitioned scatter gated templates,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
260,sum_fd44d96c0b10,structured_pool_upsample_backward_reduce,needs_canonical_oracle,backlog,queued,,,98.27200323343276,30.55999986827373,2.309022639511084,93.88229847701308,structured scatter/upsample output-centric gather-reduce template,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
261,sum_sum_384d663c041d,multi_output_reduction_templates,needs_canonical_oracle,backlog,queued,,,139.0720009803772,59.7120001912117,2.217629808590708,93.13928580724108,multi-output reduction fusion / scalar accumulators / R0_BLOCK tuning,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
262,var_mean_4e03c7a2956d,norm_template_canonicalization,needs_canonical_oracle,backlog,queued,,,95.23200243711472,31.360000371932983,2.549036442426231,92.74109236642748,norm/pool composite template recovery,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
263,var_mean_sum_87c8c4a61b33,norm_template_canonicalization,needs_canonical_oracle,backlog,queued,,,302.2080063819885,176.96000635623932,1.6517708563781026,92.07359164834084,norm/pool composite template recovery,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
264,sum_sum_sum_bebd11dba544,multi_output_reduction_templates,needs_canonical_oracle,backlog,queued,,,149.4400054216385,62.3680017888546,1.9315479522073733,90.8603440112659,multi-output reduction fusion / scalar accumulators / R0_BLOCK tuning,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
265,sum_sum_sum_fb068b7d821b,multi_output_reduction_templates,needs_canonical_oracle,backlog,queued,,,149.3760049343109,62.39999830722809,1.9299225865791945,90.64158213130438,multi-output reduction fusion / scalar accumulators / R0_BLOCK tuning,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
266,sum_sum_sum_b8d91626261d,structured_pool_upsample_backward_reduce,needs_canonical_oracle,backlog,queued,,,122.68800288438796,43.90399903059006,1.9819075472613863,90.11653580788142,structured scatter/upsample output-centric gather-reduce template,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
267,amax_sum_1a6624550d06,online_softmax_cross_entropy,needs_canonical_oracle,backlog,queued,,,89.02399986982346,29.56799976527691,2.733480732972074,89.77394172317202,online_softmax / partitioned scatter gated templates,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
268,sum_sum_cb1e4e3e8236,multi_output_reduction_templates,needs_canonical_oracle,backlog,queued,,,595.9360003471375,416.8320000171661,1.4093919105529942,89.26823838635087,multi-output reduction fusion / scalar accumulators / R0_BLOCK tuning,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
269,amax_sum_sum_674523e70161,online_softmax_cross_entropy,needs_canonical_oracle,backlog,queued,,,165.72800278663635,77.85599678754807,1.976340501997892,89.23535496364082,online_softmax / partitioned scatter gated templates,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
270,sum_sum_sum_68efcf13bb7a,multi_output_reduction_templates,needs_canonical_oracle,backlog,queued,,,130.91200590133667,52.06400156021118,2.043456585806582,88.92384303704064,multi-output reduction fusion / scalar accumulators / R0_BLOCK tuning,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
271,mean_5c93e9826aa8,norm_template_canonicalization,needs_canonical_oracle,backlog,queued,,,72.57600128650665,16.3199994713068,2.317241459502441,88.8180478834615,norm/pool composite template recovery,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
272,sum_sum_4bd81dea302d,structured_pool_upsample_backward_reduce,needs_canonical_oracle,backlog,queued,,,87.07199990749359,19.42400075495243,1.8755815632327832,87.97724803465604,structured scatter/upsample output-centric gather-reduce template,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
273,sum_sum_sum_f0dba933dc86,structured_pool_upsample_backward_reduce,needs_canonical_oracle,backlog,queued,,,93.91999989748,27.16800011694432,2.079348203469537,87.24287544248803,structured scatter/upsample output-centric gather-reduce template,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
274,argmax_mean_9cf9e9271ff1,online_softmax_cross_entropy,needs_canonical_oracle,backlog,queued,,,65.37599861621857,14.208000153303146,2.494505427113974,86.25018776297645,online_softmax / partitioned scatter gated templates,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
275,sum_sum_sum_33dcb3bff2b0,multi_output_reduction_templates,needs_canonical_oracle,backlog,queued,,,103.42399775981904,35.90400144457817,2.158984524068911,84.74319248746855,multi-output reduction fusion / scalar accumulators / R0_BLOCK tuning,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
276,amax_sum_any_a6daa5fac790,online_softmax_cross_entropy,needs_canonical_oracle,backlog,queued,,,72.41600006818771,21.344000473618507,2.9746959685884264,84.72583628986114,online_softmax / partitioned scatter gated templates,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
277,var_mean_var_mean_var_mean_97062ec87370,norm_template_canonicalization,needs_canonical_oracle,backlog,queued,,,79.64800298213959,16.383999958634377,1.8358842674276712,82.7309040638973,norm/pool composite template recovery,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
278,var_mean_var_mean_var_mean_850dfa63ec81,norm_template_canonicalization,needs_canonical_oracle,backlog,queued,,,85.7279971241951,29.40800040960312,2.6452726499840526,82.30249394885523,norm/pool composite template recovery,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
279,sum_sum_sum_f206fcfd9c32,multi_output_reduction_templates,needs_canonical_oracle,backlog,queued,,,129.95199859142303,53.69599908590317,1.978080863364292,81.93233150954043,multi-output reduction fusion / scalar accumulators / R0_BLOCK tuning,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
280,sum_403da67893be,multi_output_reduction_templates,needs_canonical_oracle,backlog,queued,,,415.5519902706146,275.29600262641907,1.4932014342600752,81.5362776585923,multi-output reduction fusion / scalar accumulators / R0_BLOCK tuning,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
281,sum_sum_sum_2c3a34d36aa8,multi_output_reduction_templates,needs_canonical_oracle,backlog,queued,,,149.31200444698334,68.09599697589874,1.8641631302986592,78.40015931022566,multi-output reduction fusion / scalar accumulators / R0_BLOCK tuning,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
282,sum_sum_ece81a19042b,multi_output_reduction_templates,needs_canonical_oracle,backlog,queued,,,227.2000014781952,124.86399710178377,1.6600421315273284,78.01465121566014,multi-output reduction fusion / scalar accumulators / R0_BLOCK tuning,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
283,amax_sum_any_3e6e6f246ff6,online_softmax_cross_entropy,needs_canonical_oracle,backlog,queued,,,94.04800087213516,35.51999852061272,2.441536980376789,78.0038361958325,online_softmax / partitioned scatter gated templates,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
284,sum_sum_sum_33f45f532ce3,structured_pool_upsample_backward_reduce,needs_canonical_oracle,backlog,queued,,,94.04800087213516,29.47200089693069,1.9811256971520623,77.97065834779879,structured scatter/upsample output-centric gather-reduce template,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
285,sum_sum_sum_1cad42039094,multi_output_reduction_templates,needs_canonical_oracle,backlog,queued,,,145.21600306034088,65.63200056552887,1.8705688633872648,77.43296072938419,multi-output reduction fusion / scalar accumulators / R0_BLOCK tuning,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
286,sum_c2895e89552b,structured_pool_upsample_backward_reduce,needs_canonical_oracle,backlog,queued,,,70.62400132417679,16.1920003592968,2.06551241758437,77.41353310521077,structured scatter/upsample output-centric gather-reduce template,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
287,sum_mean_39228c93d6a4,norm_template_canonicalization,needs_canonical_oracle,backlog,queued,,,77.63200253248215,23.711999878287315,2.3731964667807,76.8596588865716,norm/pool composite template recovery,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
288,mean_var_5f74618c3485,norm_template_canonicalization,needs_canonical_oracle,backlog,queued,,,81.82399719953537,28.48000079393387,2.5992374566681296,76.65250175836434,norm/pool composite template recovery,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
289,sum_sum_sum_1482b693d4f2,multi_output_reduction_templates,needs_canonical_oracle,backlog,queued,,,145.21600306034088,66.23999774456024,1.8560328124554075,75.84536449207614,multi-output reduction fusion / scalar accumulators / R0_BLOCK tuning,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
290,amax_sum_any_747353f99629,online_softmax_cross_entropy,needs_canonical_oracle,backlog,queued,,,95.07200121879578,36.768000572919846,2.3906658582059914,75.79799328161923,online_softmax / partitioned scatter gated templates,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
291,sum_sum_2b7bf2b45160,multi_output_reduction_templates,needs_canonical_oracle,backlog,queued,,,65.11999666690826,19.45599913597107,2.899893087482178,74.35846505518283,multi-output reduction fusion / scalar accumulators / R0_BLOCK tuning,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
292,mean_d0fc206717a8,norm_template_canonicalization,needs_canonical_oracle,backlog,queued,,,67.32799857854843,16.256000846624374,2.1540823123512234,73.95604330138661,norm/pool composite template recovery,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
293,sum_sum_sum_3e04a44dd549,multi_output_reduction_templates,needs_canonical_oracle,backlog,queued,,,65.08799642324448,18.464000895619392,2.660562215516406,73.8412741236817,multi-output reduction fusion / scalar accumulators / R0_BLOCK tuning,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
294,amax_sum_17ab35828f89,online_softmax_cross_entropy,needs_canonical_oracle,backlog,queued,,,60.95999851822853,17.44000054895878,2.982387322946225,73.15734826982352,online_softmax / partitioned scatter gated templates,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
295,amax_sum_any_fd11cc31d3d3,online_softmax_cross_entropy,needs_canonical_oracle,backlog,queued,,,75.80800354480743,25.79200081527233,2.632953646784981,73.12993546801995,online_softmax / partitioned scatter gated templates,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
296,amax_sum_9f4956227a79,online_softmax_cross_entropy,needs_canonical_oracle,backlog,queued,,,60.60799956321716,17.472000792622566,2.9605313216409352,72.0225807642281,online_softmax / partitioned scatter gated templates,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
297,pointwise_2eae25328292,layout_indexing_stencil_fusion,needs_canonical_oracle,backlog,queued,,,54.20799925923348,13.088000006973743,2.8398993733984046,72.00516850638843,slice_scatter/select_scatter elision and stencil canonicalization,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
298,sum_sum_02744d87feff,multi_output_reduction_templates,needs_canonical_oracle,backlog,queued,,,145.34400403499603,70.46400010585785,1.900816120445958,71.94607848788465,multi-output reduction fusion / scalar accumulators / R0_BLOCK tuning,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
299,pointwise_e4cfa8694326,layout_indexing_stencil_fusion,needs_canonical_oracle,backlog,queued,,,54.11199852824211,13.055999763309956,2.839630520589546,71.90811228697589,slice_scatter/select_scatter elision and stencil canonicalization,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
300,amax_sum_a7ede60031ef,online_softmax_cross_entropy,needs_canonical_oracle,backlog,queued,,,91.00800007581712,35.64799949526787,2.354792001251198,70.79973999962891,online_softmax / partitioned scatter gated templates,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
301,var_mean_var_mean_ca75e017814e,norm_template_canonicalization,needs_canonical_oracle,backlog,queued,,,91.93599969148636,32.67199918627739,2.0580229532178134,70.54507300971713,norm/pool composite template recovery,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
302,amax_sum_any_8b19996123a8,online_softmax_cross_entropy,needs_canonical_oracle,backlog,queued,,,361.4720106124878,239.58399891853333,1.4900900810604598,70.54248505223613,online_softmax / partitioned scatter gated templates,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
303,sum_sum_sum_3213336f4c0b,multi_output_reduction_templates,needs_canonical_oracle,backlog,queued,,,83.67999643087387,27.615999802947044,2.1122777879418533,70.47500577783548,multi-output reduction fusion / scalar accumulators / R0_BLOCK tuning,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
304,sum_sum_sum_280231331614,structured_pool_upsample_backward_reduce,needs_canonical_oracle,backlog,queued,,,175.90400576591492,86.04799956083298,1.5984298348710797,67.93539503483032,structured scatter/upsample output-centric gather-reduce template,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
305,sum_sum_sum_f44d03db0b91,multi_output_reduction_templates,needs_canonical_oracle,backlog,queued,,,103.42399775981904,40.89599847793579,1.9552329237713453,67.63371704615145,multi-output reduction fusion / scalar accumulators / R0_BLOCK tuning,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
306,sum_sum_sum_d32f70eaa94d,multi_output_reduction_templates,needs_canonical_oracle,backlog,queued,,,87.99999952316284,29.88800033926964,1.9604348346561848,67.16578468218732,multi-output reduction fusion / scalar accumulators / R0_BLOCK tuning,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
307,sum_sum_addc448a9236,structured_pool_upsample_backward_reduce,needs_canonical_oracle,backlog,queued,,,68.7360018491745,16.256000846624374,1.844964577173677,65.48134719329835,structured scatter/upsample output-centric gather-reduce template,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
308,pointwise_3229f6e30711,layout_indexing_stencil_fusion,needs_canonical_oracle,backlog,queued,,,76.73600316047668,28.64000014960766,2.4252845384840565,64.12074954644982,slice_scatter/select_scatter elision and stencil canonicalization,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
309,sum_sum_sum_5a4f87bbd879,structured_pool_upsample_backward_reduce,needs_canonical_oracle,backlog,queued,,,126.8160045146942,51.263999193906784,1.620361926567221,63.44382267509165,structured scatter/upsample output-centric gather-reduce template,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
310,var_mean_eebe86d9365d,norm_template_canonicalization,needs_canonical_oracle,backlog,queued,,,71.42399996519089,25.66399984061718,2.4917666886106504,63.14210551560726,norm/pool composite template recovery,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
311,amax_sum_any_d4c975ea57c8,online_softmax_cross_entropy,needs_canonical_oracle,backlog,queued,,,91.93599969148636,38.84800150990486,2.196902991167364,62.248838735116095,online_softmax / partitioned scatter gated templates,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
312,var_mean_mean_0805988a80e9,norm_template_canonicalization,needs_canonical_oracle,backlog,queued,,,56.48000165820122,16.1920003592968,2.545061316860528,61.802713234968806,norm/pool composite template recovery,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
313,pointwise_4f6d85385d17,layout_indexing_stencil_fusion,needs_canonical_oracle,backlog,queued,,,87.80799806118011,32.67199918627739,1.965616038248709,61.52477250448442,slice_scatter/select_scatter elision and stencil canonicalization,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
314,sum_sum_57e5518c4d1d,multi_output_reduction_templates,needs_canonical_oracle,backlog,queued,,,126.52799487113953,62.24000081419945,1.854161684664157,59.6602472300694,multi-output reduction fusion / scalar accumulators / R0_BLOCK tuning,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
315,pointwise_6a479e2e07d2,layout_indexing_stencil_fusion,needs_canonical_oracle,backlog,queued,,,74.65600222349167,28.60799990594387,2.3619337650482795,59.571531104824594,slice_scatter/select_scatter elision and stencil canonicalization,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
316,sum_sum_86cb93483e23,multi_output_reduction_templates,needs_canonical_oracle,backlog,queued,,,157.50400722026825,84.86399799585342,1.7334038859643393,59.45381602695456,multi-output reduction fusion / scalar accumulators / R0_BLOCK tuning,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
317,pointwise_ff13db5dc626,layout_indexing_stencil_fusion,needs_canonical_oracle,backlog,queued,,,84.99199897050858,31.5839983522892,1.950073471541522,59.13614103635406,slice_scatter/select_scatter elision and stencil canonicalization,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
318,pointwise_aa194b04264a,layout_indexing_stencil_fusion,needs_canonical_oracle,backlog,queued,,,79.80799674987793,30.880000442266464,2.163991209132788,58.80536812832968,slice_scatter/select_scatter elision and stencil canonicalization,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
319,sum_1457ecad8f5c,structured_pool_upsample_backward_reduce,needs_canonical_oracle,backlog,queued,,,81.7599967122078,28.54399941861629,1.8776409563622465,58.01981933936255,structured scatter/upsample output-centric gather-reduce template,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
320,var_mean_mean_7a446f7d0ed8,norm_template_canonicalization,needs_canonical_oracle,backlog,queued,,,62.52799928188324,20.608000457286835,2.3499698664789896,57.518616001589706,norm/pool composite template recovery,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
321,sum_sum_6a040ef6b4ab,multi_output_reduction_templates,needs_canonical_oracle,backlog,queued,,,153.43999862670898,84.16000008583069,1.7604405515788109,57.42949786468836,multi-output reduction fusion / scalar accumulators / R0_BLOCK tuning,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
322,amax_sum_amax_9faf4a02126a,online_softmax_cross_entropy,needs_canonical_oracle,backlog,queued,,,48.12800139188767,12.543999589979649,2.595340943487396,57.38938668464456,online_softmax / partitioned scatter gated templates,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
323,sum_sum_sum_c13919905d9b,structured_pool_upsample_backward_reduce,needs_canonical_oracle,backlog,queued,,,65.76000154018402,21.503999829292297,2.155782910706556,56.854015252204654,structured scatter/upsample output-centric gather-reduce template,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
324,sum_sum_sum_ba765a70455b,multi_output_reduction_templates,needs_canonical_oracle,backlog,queued,,,90.17600119113922,35.96799820661545,1.8799200417478064,55.969064145634185,multi-output reduction fusion / scalar accumulators / R0_BLOCK tuning,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
325,var_mean_89031f55973e,norm_template_canonicalization,needs_canonical_oracle,backlog,queued,,,64.41599875688553,23.29600043594837,2.449650049017515,55.9348748992445,norm/pool composite template recovery,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
326,sum_sum_sum_117551af918e,multi_output_reduction_templates,needs_canonical_oracle,backlog,queued,,,79.42400127649307,27.68000029027462,1.860918480232325,55.87774451140514,multi-output reduction fusion / scalar accumulators / R0_BLOCK tuning,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
327,sum_sum_a21529a67761,multi_output_reduction_templates,needs_canonical_oracle,backlog,queued,,,67.77600198984146,25.567999109625816,2.372444836957613,55.14351826052368,multi-output reduction fusion / scalar accumulators / R0_BLOCK tuning,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
328,sum_sum_sum_6606e7ed59de,multi_output_reduction_templates,needs_canonical_oracle,backlog,queued,,,52.99200117588043,13.344000093638895,2.0909091295805715,55.00800416074696,multi-output reduction fusion / scalar accumulators / R0_BLOCK tuning,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
329,var_mean_792162dbb8a3,norm_template_canonicalization,needs_canonical_oracle,backlog,queued,,,72.51200079917908,28.70400063693524,2.2871561740603306,54.55898851592824,norm/pool composite template recovery,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
